code,description,bec
030520,"Fish: livers, roes and milt of fish, dried, smoked, salted or in brine",122
030531,"Fish fillets: dried, salted or in brine, but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads",122
030532,"Fish fillets: dried, salted or in brine, but not smoked, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",122
030539,"Fish fillets: dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3",122
030541,"Fish: smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",122
030542,"Fish: smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal",122
030543,"Fish: smoked, whether or not cooked before or during smoking, trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), includes fillets, but excludes edible fish offal",122
030544,"Fish: smoked, whether or not cooked before or during smoking, tilapias, catfish, carp, eels, Nile perch, and snakeheads, includes fillets, but excludes edible fish offal",122
030549,"Fish: smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",122
030551,"Fish: dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",112
030552,"Fish: dried, whether or not salted but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads",112
030553,"Fish: dried, whether or not salted but not smoked, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod",112
030554,"Dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl Indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, Pacific saury, scads, capelin, swordfish, Kawakawa, bonitos, marlins, sailfishes, spearfish",112
030559,"Fish: dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",112
030561,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)",112
030562,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",112
030563,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)",112
030564,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, tilapias, catfish, carp, eels, Nile perch, and snakeheads",112
030569,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",112
030571,"Fish: edible offal, shark fins",112
030572,"Fish: edible offal, fish heads, tails and maws",112
030579,"Fish: edible offal, other than shark fins, fish heads, tails and maws",112
030611,"Crustaceans: frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water",112
030612,"Crustaceans: frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water",112
030614,"Crustaceans: frozen, crabs, in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water",112
030615,"Crustaceans: frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water",112
030616,"Crustaceans: frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water",112
030617,"Crustaceans: frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water",112
030619,"Crustaceans: frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water: including edible flours, meals, and pellets of crustaceans",112
030631,"Crustaceans: live, fresh or chilled, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not",112
030632,"Crustaceans: live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not",112
030633,"Crustaceans: live, fresh or chilled, crabs, whether in shell or not",112
030634,"Crustaceans: live, fresh or chilled, Norway lobsters (Nephrops norvegicus), in shell or not",122
030635,"Crustaceans: live, fresh or chilled, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not",112
030636,"Crustaceans: live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not",112
030639,"Crustaceans: live, fresh or chilled, n.e.c. in item no. 0306.3, in shell or not, including edible flours, meals, and pellets of crustaceans",122
030691,"Crustaceans: rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",112
030692,"Crustaceans: lobsters (Homarus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",112
030693,"Crustaceans: crabs, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",112
030694,"Crustaceans: Norway lobsters (Nephrops norvegicus), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",122
030695,"Crustaceans: shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",112
030699,"Crustaceans: smoked, whole, cooked or not, n.e.c. in item no. 0306.9, in shell or not, including edible flours, meals, and pellets of crustaceans",122
030711,"Molluscs: oysters, whether in shell or not, live, fresh or chilled",112
030712,"Molluscs: oysters, whether in shell or not, frozen",112
030719,"Molluscs: oysters, whether in shell or not, dried, salted or in brine, smoked, cooked or not before or during the smoking process",112
030721,"Molluscs: scallops, whether in shell or not, including queen scallops, of the genera Pecten, Chlamys or Placopecten, live, fresh or chilled",112
030722,"Molluscs: scallops, whether in shell or not, including queen scallops of the genera Pecten, Chlamys or Placopecten, frozen",112
030729,"Molluscs: scallops, whether in shell or not, including queen scallops of the genera Pecten, Chlamys or Placopecten, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",112
030731,"Molluscs: mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled",112
030732,"Molluscs: mussels (Mytilus spp., Perna spp.), whether in shell or not, frozen",112
030739,"Molluscs: mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",112
030742,"Molluscs: cuttle fish and squid, whether in shell or not, live, fresh or chilled",112
030743,"Molluscs: cuttle fish and squid, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, frozen",112
030749,"Molluscs: cuttle fish and squid, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",112
030751,"Molluscs: octopus (Octopus spp.), live, fresh or chilled",112
030752,"Molluscs: octopus (Octopus spp.), frozen",112
030759,"Molluscs: octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",112
030760,"Molluscs: snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",122
030771,"Molluscs: clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled",112
030772,"Molluscs: clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, frozen",112
030779,"Molluscs: clams, cockle, ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae, Veneridae), whether in shell or not, dried, salted, in brine, smoked",112
030781,"Molluscs: abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",112
030782,"Molluscs: stromboid conchs (Strombus spp.), whether in shell or not, live, fresh or chilled",112
030783,"Molluscs: abalone (Haliotis spp.), whether in shell or not, frozen",112
030784,"Molluscs: stromboid conchs (Strombus spp.), whether in shell or not, frozen",112
030787,"Molluscs: abalone (Haliotis spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",112
030788,"Molluscs: stromboid conchs (Strombus spp.), whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",112
030791,"Molluscs: n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, live or fresh, chilled",112
030792,"Molluscs: n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, frozen",112
030799,"Molluscs: n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",112
030811,"Aquatic invertebrates: sea cucumbers (Stichopus japonicus, Holothuroidea), live, fresh or chilled",112
030812,"Aquatic invertebrates: sea cucumbers (Stichopus japonicus, Holothuroidea), frozen",112
030819,"Aquatic invertebrates: sea cucumbers (Stichopus japonicus, Holothuroidea), dried, salted or in brine, smoked, whether or not cooked before or during the smoking process",112
030821,"Aquatic invertebrates: sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), live, fresh or chilled",112
030822,"Aquatic invertebrates: sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), frozen",112
030829,"Aquatic invertebrates: sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), dried, salted or in brine, smoked, whether or not cooked before or during smoking process",112
030830,"Aquatic invertebrates: jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking",112
030890,"Aquatic invertebrates: other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking, includes edible flours, meals, and pellets",112
040110,"Dairy produce: milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%",112
040120,"Dairy produce: milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%",112
040140,"Dairy produce: milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%",112
040150,"Dairy produce: milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%",112
040210,"Dairy produce: milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)",121
040221,"Dairy produce: milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)",122
040229,"Dairy produce: milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)",122
040291,"Dairy produce: milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms",122
040299,"Dairy produce: milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms",122
040310,"Dairy produce: yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit or cocoa",112
040390,"Dairy produce: buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit or cocoa (excluding yoghurt)",112
040410,"Dairy produce: whey, whether or not concentrated or containing added sugar or other sweetening matter",121
040490,"Dairy produce: natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04",121
040510,"Dairy produce: derived from milk, butter",122
040520,Dairy produce: dairy spreads,122
040590,Dairy produce: fats and oils derived from milk (other than butter or dairy spreads),122
